customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges
7590-00176,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,23.16,No,378.45
7590-00177,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),95.17,No,3335.59
7590-00178,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),48.75,No,3205.81
7590-00179,Male,0,Yes,No,58,Yes,No phone service,No,No,No,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),46.64,No,3130.16
7590-00180,Male,0,No,Yes,50,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,47.98,Yes,2507.47
7590-00181,Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No internet service,One year,Yes,Mailed check,93.82,No,1445.61
7590-00182,Female,0,No,No,42,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),86.36,No,3300.59
7590-00183,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),23.23,No,504.05
7590-00184,Male,0,Yes,Yes,55,Yes,No,DSL,No,Yes,No,No internet service,No,No,One year,Yes,Electronic check,97.78,No,6422.49
7590-00185,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,62.24,Yes,4199.74
7590-00186,Female,1,No,Yes,69,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),92.66,No,6952.02
7590-00187,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,113.38,No,4362.09
7590-00188,Male,0,No,Yes,7,Yes,Yes,No,No,No,No,No,Yes,No,One year,No,Mailed check,82.22,Yes,532.32
7590-00189,Female,0,Yes,No,62,Yes,No,No,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,86.84,No,5256.46
7590-00190,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,52.38,Yes,269.62
7590-00191,Male,0,Yes,Yes,1,No,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,80.77,Yes,76.39
7590-00192,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),90.27,No,1160.04
7590-00193,Male,0,Yes,Yes,3,No,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,44.46,No,114.12
7590-00194,Male,0,Yes,No,25,No,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.53,No,1188.7
7590-00195,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,27.27,No,2039.72
7590-00196,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,Two year,No,Mailed check,95.25,No,7075.24
7590-00197,Female,1,No,No,4,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,81.36,No,303.38
7590-00198,Male,0,No,No,4,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),56.84,Yes,249.96
7590-00199,Male,1,Yes,Yes,68,Yes,No,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,71.83,No,4389.28
7590-00200,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,86.33,Yes,193.14
7590-00201,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,36.67,No,1591.97
7590-00202,Male,1,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,One year,Yes,Mailed check,86.3,No, 
7590-00203,Male,0,No,No,7,Yes,No,DSL,No,Yes,No internet service,No,No,No,One year,No,Electronic check,81.41,Yes,617.19
7590-00204,Female,0,Yes,No,12,Yes,No,No,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,83.34,Yes,838.84
7590-00205,Male,0,No,No,69,No,No,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),50.93,Yes,3046.47
7590-00206,Female,0,Yes,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),33.41,No,1795.59
7590-00207,Female,0,No,No,7,Yes,No phone service,No,No,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),57.56,No,343.8
7590-00208,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,No,Electronic check,27.7,Yes,785.53
7590-00209,Male,0,No,No,39,Yes,Yes,No,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.68,Yes,1212.01
7590-00210,Male,0,Yes,No,32,Yes,No,No,No,No,Yes,No,No internet service,Yes,Two year,No,Electronic check,73.92,No,2409.4
7590-00211,Male,1,No,No,72,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No,One year,Yes,Credit card (automatic),111.25,No,9187.24
7590-00212,Male,0,No,Yes,51,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,40.64,Yes,2241.98
7590-00213,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),72.18,No,2168.49
7590-00214,Male,0,Yes,No,72,Yes,No,No,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,34.13,No,2069.78
7590-00215,Male,1,Yes,No,36,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.21,No,3030.34
7590-00216,Female,0,Yes,Yes,69,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.08,Yes,6021.29
7590-00217,Male,0,Yes,No,68,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),99.94,Yes,8111.68
7590-00218,Female,0,Yes,Yes,3,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.57,No,251.14
7590-00219,Male,0,Yes,No,59,Yes,No,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,38.6,No,2157.68
7590-00220,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.44,Yes,1808.99
7590-00221,Male,1,No,No,13,Yes,No,No,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,100.37,No,1331.98
7590-00222,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),92.16,No,5419.63
7590-00223,Female,0,No,No,67,Yes,No,No,No,No internet service,No,No,No internet service,Yes,One year,Yes,Mailed check,98.94,No,7304.12
7590-00224,Female,1,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),27.8,Yes,750.42
7590-00225,Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,91.38,No,2135.16
7590-00226,Male,0,Yes,No,55,Yes,No,No,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.78,Yes,2817.44
7590-00227,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,Yes,Mailed check,54.12,No,448.53
7590-00228,Male,0,No,Yes,34,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.5,No,1175.48
7590-00229,Male,0,No,No,23,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,42.18,No,1143.22
7590-00230,Female,0,Yes,Yes,30,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),78.57,No,2449.97
7590-00231,Female,0,No,Yes,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,One year,Yes,Mailed check,88.82,Yes,6728.78
7590-00232,Female,0,Yes,No,65,Yes,No,No,No internet service,No,Yes,Yes,No,No,Two year,No,Mailed check,72.99,No,3903.44
7590-00233,Female,0,Yes,No,40,No,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),115.25,No,3746.01
7590-00234,Female,0,No,No,35,Yes,Yes,No,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,37.04,Yes,1316.88
7590-00235,Female,1,No,No,33,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.99,No,2292.18
7590-00236,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,No,Electronic check,92.91,No,3900.22
7590-00237,Female,1,No,Yes,22,Yes,No,No,No internet service,No,No internet service,No,Yes,Yes,Two year,No,Mailed check,42.41,No,1100.14
7590-00238,Male,0,No,Yes,43,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),22.61,No,838.6
7590-00239,Female,0,No,No,69,Yes,No,No,No internet service,No,No,No,Yes,No internet service,One year,Yes,Mailed check,42.23,No,3405.61
7590-00240,Female,0,No,No,57,Yes,No,No,No internet service,No,No internet service,Yes,No,No,Two year,No,Electronic check,18.94,No,1139.33
7590-00241,Male,0,Yes,No,58,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,64.3,No,4011.9
7590-00242,Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,22.65,No,520.08
7590-00243,Male,1,Yes,Yes,21,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.77,No,1964.31
7590-00244,Male,0,No,No,39,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,108.75,No,4739.1
7590-00245,Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,One year,Yes,Mailed check,50.49,No,564.4
7590-00246,Male,0,Yes,No,8,Yes,Yes,No,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,77.3,No,684.44
7590-00247,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,101.25,No,1189.53
7590-00248,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,44.63,Yes,1077.39
7590-00249,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.31,Yes,3119.29
7590-00250,Female,0,No,No,2,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Two year,Yes,Mailed check,108.19,Yes,176.19
7590-00251,Male,0,No,Yes,14,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),87.26,No,1415.56
7590-00252,Female,0,Yes,No,46,Yes,No,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),86.61,No,4355.16
7590-00253,Male,0,No,No,4,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,29.0,No,110.99
7590-00254,Male,0,No,No,53,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,34.18,Yes,1487.14
7590-00255,Male,1,No,No,23,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.16,No,1593.63
7590-00256,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,37.38,No,400.05
7590-00257,Female,0,Yes,No,32,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.2,Yes,2305.15
7590-00258,Female,0,Yes,No,56,Yes,No,No,No internet service,Yes,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),105.7,Yes,6937.04
7590-00259,Male,0,No,No,51,Yes,No,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,113.81,No,6355.13
7590-00260,Male,1,No,No,63,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,59.74,No,3995.83
7590-00261,Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,One year,Yes,Electronic check,33.41,No,1640.06
7590-00262,Male,0,Yes,No,43,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),110.02,Yes,4448.69
7590-00263,Male,0,Yes,No,35,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.24,No,2601.51
7590-00264,Male,0,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,47.37,No,570.5
7590-00265,Female,0,No,Yes,55,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),118.11,Yes,6301.77
7590-00266,Female,0,Yes,Yes,2,Yes,No,No,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),108.66,No,224.12
7590-00267,Female,0,Yes,Yes,49,Yes,No phone service,No,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,61.67,No,2653.0
7590-00268,Male,0,No,Yes,28,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),23.33,No,546.97
7590-00269,Male,0,No,No,15,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,76.98,No,1056.19
7590-00270,Female,1,No,Yes,39,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.26,No,3258.77
7590-00271,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.78,Yes,496.98
7590-00272,Female,0,No,No,69,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),51.54,No,3043.1
7590-00273,Female,0,Yes,No,41,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,27.74,No,977.15
7590-00274,Male,1,No,No,56,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,106.59,No,4920.89
7590-00275,Female,0,Yes,No,9,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),22.47,No,241.45
7590-00276,Male,1,Yes,Yes,37,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,113.76,Yes,4026.85
7590-00277,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,Yes,Electronic check,21.78,No,132.35
7590-00278,Male,0,No,No,17,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,21.66,No,434.2
7590-00279,Female,0,No,No,16,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),61.85,Yes,822.5
7590-00280,Female,0,Yes,No,57,Yes,No,No,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),53.73,No,2534.68
7590-00281,Female,0,Yes,No,65,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,23.17,No,1806.92
7590-00282,Female,0,No,Yes,43,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,97.8,No,4137.46
7590-00283,Male,0,No,No,8,Yes,No phone service,No,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,24.85,No,194.46
7590-00284,Female,0,No,Yes,47,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,24.34,Yes,1054.55
7590-00285,Male,0,No,No,38,Yes,No,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.07,No,2555.74
7590-00286,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),53.34,No,297.81
7590-00287,Male,0,No,No,29,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),32.48,No,1089.59
7590-00288,Male,0,Yes,No,17,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,30.58,No,562.97
7590-00289,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,115.72,No,4083.9
7590-00290,Male,0,Yes,No,32,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,82.92,No,2466.8
7590-00291,Male,1,Yes,No,52,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),39.26,No,2411.46
7590-00292,Male,0,No,No,55,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,50.53,No,2709.26
7590-00293,Female,0,Yes,No,18,Yes,No,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.77,Yes,1769.68
7590-00294,Female,0,No,No,68,Yes,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,27.03,Yes,1981.07
7590-00295,Female,1,Yes,No,25,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,Two year,Yes,Mailed check,54.17,No,1189.43
7590-00296,Female,0,Yes,Yes,28,Yes,No,No,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,21.06,No,687.73
7590-00297,Male,0,Yes,No,23,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,79.11,Yes,1939.83
7590-00298,Male,1,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,104.12,No,437.92
7590-00299,Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.92,Yes,5499.86
7590-00300,Male,0,No,No,38,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),83.05,No,3703.71
7590-00301,Male,0,Yes,Yes,3,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,99.53,Yes,328.96
7590-00302,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,94.76,No,4993.64
7590-00303,Female,0,No,No,47,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,Two year,No,Mailed check,20.31,No,1034.86
7590-00304,Female,0,No,Yes,59,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,Yes,Electronic check,35.43,No,1972.45
7590-00305,Male,0,Yes,Yes,25,Yes,No,DSL,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),24.87,No,520.82
7590-00306,Female,1,No,Yes,39,No,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),46.4,No,1799.62
7590-00307,Female,0,No,Yes,55,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),26.71,Yes,1266.26
7590-00308,Female,0,No,No,38,No,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),69.42,Yes,2510.74
7590-00309,Female,0,No,No,38,Yes,No,No,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),37.52,No,1391.08
7590-00310,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),35.39,Yes,1608.75
7590-00311,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,117.17,No,2899.83
7590-00312,Female,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),110.19,No,3586.05
7590-00313,Male,0,Yes,Yes,20,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,38.28,No,646.63
7590-00314,Male,0,No,No,24,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),39.03,Yes,1008.8
7590-00315,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),91.96,No,1863.44
7590-00316,Male,0,Yes,Yes,22,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),84.19,Yes,1950.77
7590-00317,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,48.68,No,962.35
7590-00318,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,105.28,No,2324.2
7590-00319,Female,0,Yes,No,29,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,30.48,No,802.1
